price,sentiment
27977.543490700005,-0.5
27991.261470727324,-0.5
28018.263813642363,-0.5
28031.083435007025,-0.5
28088.344154516606,-0.5
27941.92298575307,-0.5
27950.417711989663,-0.5
27910.307222168412,-0.5
27922.817290402683,-0.5
27918.183840966572,-0.5
27920.63263879015,-0.5
27838.539286459865,-0.5
27831.66156449875,-0.5
27834.03341170247,-0.5
27945.573583737674,-0.5
27938.916346723378,-0.5
27907.122197042805,-0.5
27925.396851235255,-0.5
27890.631604658025,-0.5
27876.307273823193,-0.5
27902.96253787604,-0.5
27924.562097939088,-0.5
27976.4021826868,-0.5
27919.889110632826,-0.5
27948.10365174851,0.8333333333333334
27841.982877887764,0.8333333333333334
27984.53805572639,0.8333333333333334
27956.367599384863,0.8333333333333334
27940.268226458327,0.8333333333333334
27945.412331761243,0.8333333333333334
27871.811818805272,0.8333333333333334
27921.657949143835,0.8333333333333334
27843.34062675791,0.8333333333333334
27752.810045457743,0.8333333333333334
27556.74411716421,0.8333333333333334
27542.403193736372,0.8333333333333334
27502.801112830097,0.8333333333333334
27477.190872892766,0.8333333333333334
27489.23855019311,0.8333333333333334
27486.740612263195,0.8333333333333334
27453.06304817622,0.8333333333333334
27354.09084225846,0.8333333333333334
27559.128308514988,0.8333333333333334
27572.180546705335,0.8333333333333334
27591.706658325187,0.8333333333333334
27573.027758649736,0.8333333333333334
27615.671048556298,0.8333333333333334
27600.1025698656,0.8333333333333334
27593.782534439666,0.75
27571.567985797705,0.75
27611.436747140113,0.75
27710.146587078358,0.75
27636.303091005208,0.75
27598.071725636022,0.75
27609.302251256828,0.75
27660.99451194319,0.75
27656.898901443343,0.75
27677.881446981675,0.75
27661.691949007287,0.75
27633.558104025575,0.75
27555.45416110842,0.75
27459.682235694843,0.75
27388.105989378175,0.75
27461.663275495994,0.75
27435.691802347716,0.75
27476.34616279916,0.75
27382.816290914565,0.75
27303.143762531436,0.75
27393.220734339226,0.75
27398.76882334203,0.75
27452.602014430508,0.75
27453.037553654438,0.75
27392.247702732497,0.7857142857142857
27461.472926157647,0.7857142857142857
27433.905574327717,0.7857142857142857
27151.18796617716,0.7857142857142857
27023.346113858555,0.7857142857142857
27133.927296610043,0.7857142857142857
27099.309393041272,0.7857142857142857
27070.961853932353,0.7857142857142857
27050.58956036679,0.7857142857142857
27091.825435691575,0.7857142857142857
27246.92567767454,0.7857142857142857
27267.090378202716,0.7857142857142857
27200.90759681216,0.7857142857142857
27167.994395067362,0.7857142857142857
27153.939800999113,0.7857142857142857
27110.16947195278,0.7857142857142857
26836.396715304458,0.7857142857142857
26655.469046498078,0.7857142857142857
26634.191751329097,0.7857142857142857
26697.636089323183,0.7857142857142857
26779.7722099829,0.7857142857142857
26696.835596364646,0.7857142857142857
26721.28918900755,0.7857142857142857
26782.107677394106,0.7857142857142857
26878.332841551837,0.7333333333333333
26803.037160298893,0.7333333333333333
26778.41225232315,0.7333333333333333
26900.51950068074,0.7333333333333333
26838.024608426476,0.7333333333333333
26839.239935782385,0.7333333333333333
26852.39455563419,0.7333333333333333
26872.584515514718,0.7333333333333333
26801.395089802365,0.7333333333333333
26789.804116505198,0.7333333333333333
26738.114236039168,0.7333333333333333
26753.93158518172,0.7333333333333333
26856.493568419337,0.7333333333333333
26811.482197063313,0.7333333333333333
26732.30125492664,0.7333333333333333
26670.119454928456,0.7333333333333333
26666.25252910143,0.7333333333333333
26678.015256065097,0.7333333333333333
26621.40736495772,0.7333333333333333
26648.904590943523,0.7333333333333333
26707.412827433964,0.7333333333333333
26727.794166278334,0.7333333333333333
26727.676890464933,0.7333333333333333
26741.573640176197,0.7333333333333333
26729.137205815106,0.3333333333333333
26803.279034641575,0.3333333333333333
26806.172519943186,0.3333333333333333
26798.803183241133,0.3333333333333333
26769.580386210713,0.3333333333333333
26793.96327210325,0.3333333333333333
26811.07812647764,0.3333333333333333
26788.587712729422,0.3333333333333333
26859.62635883147,0.3333333333333333
26792.942475018375,0.3333333333333333
26738.35326046054,0.3333333333333333
26760.085056424694,0.3333333333333333
26811.89473794595,0.3333333333333333
26923.440559562914,0.3333333333333333
26835.24913498781,0.3333333333333333
26760.35563431231,0.3333333333333333
26696.78538766366,0.3333333333333333
26788.503398994435,0.3333333333333333
26756.376599088653,0.3333333333333333
26740.29228574709,0.3333333333333333
26768.411413861042,0.3333333333333333
26754.414154641276,0.3333333333333333
27013.47907381674,0.3333333333333333
26811.460759785718,0.3333333333333333
26860.56354897653,0.5
26876.281544883346,0.5
26920.90263631723,0.5
26902.206738720404,0.5
26922.427898296537,0.5
26892.973043430076,0.5
26891.839763725242,0.5
26867.914796414443,0.5
26860.89980401792,0.5
26853.610667323977,0.5
26872.279946571074,0.5
26879.781395753915,0.5
26863.105183446256,0.5
26878.620899781068,0.5
26891.710873445507,0.5
26882.856141477598,0.5
26923.38432031609,0.5
26920.444173027914,0.5
26893.23609061671,0.5
26872.795947877556,0.5
26868.540820923547,0.5
26846.82156628211,0.5
26825.747941177448,0.5
26851.366155439206,0.5
26863.183569079916,-0.3333333333333333
26834.38567433503,-0.3333333333333333
26892.620438460435,-0.3333333333333333
26876.507249640086,-0.3333333333333333
26891.488924878282,-0.3333333333333333
26881.098705508528,-0.3333333333333333
26880.98681977488,-0.3333333333333333
26877.87771868917,-0.3333333333333333
26876.675736492372,-0.3333333333333333
26905.878377811427,-0.3333333333333333
26898.723489670752,-0.3333333333333333
26901.449840082005,-0.3333333333333333
26851.006567221477,-0.3333333333333333
26842.40654416286,-0.3333333333333333
26846.58253133974,-0.3333333333333333
26886.155337924767,-0.3333333333333333
26899.475848237824,-0.3333333333333333
26923.75379735683,-0.3333333333333333
26965.59192529843,-0.3333333333333333
27056.009940986372,-0.3333333333333333
27009.167023253063,-0.3333333333333333
27196.298592542582,-0.3333333333333333
27180.160170151594,-0.3333333333333333
27128.978144491553,-0.3333333333333333
27150.29700140705,0.8125
27160.777405985646,0.8125
27244.393820215242,0.8125
27186.544992626878,0.8125
27236.015765106335,0.8125
27258.016452753076,0.8125
27917.095103383443,0.8125
27799.579745713032,0.8125
27867.280989651696,0.8125
27829.804423321286,0.8125
27763.785884842495,0.8125
27789.59185533589,0.8125
27749.459401966204,0.8125
27855.267855609698,0.8125
28169.32561144615,0.8125
28194.511098520587,0.8125
28061.68165797989,0.8125
28080.880495599165,0.8125
28247.906159495586,0.8125
28535.955587851917,0.8125
28478.766995641403,0.8125
28433.01073772692,0.8125
28418.587345885,0.8125
28515.420222673423,0.8125
28525.033408335068,0.375
28308.769868016458,0.375
28377.17802880866,0.375
28376.762822970613,0.375
28270.74831197017,0.375
28214.536328894857,0.375
28213.526853976764,0.375
28158.686776258488,0.375
28442.9634069701,0.375
28497.26353854998,0.375
28458.917539435628,0.375
28539.363938056355,0.375
28430.00440765494,0.375
28368.662412162194,0.375
28255.226766572632,0.375
28456.457979314957,0.375
28500.549212335274,0.375
28576.711914963784,0.375
28439.975904302206,0.375
28419.25335950957,0.375
28504.608796688077,0.375
28491.662926207293,0.375
28497.798657481482,0.375
28400.423999371484,0.375
